ems_no,fac_name,county_name,document_no,transgress_date,transgress_law,penalty_money,penalty_date,ispetition,petition_results,appeal_or_rescind,transgress_type,fac_address,transgress_name,openinfor,lawsuit_date_1,illegal_money,track_illegal_money,petition_agency,ban,transgress_address,subject,gist_define,improve_deadline,inspection_condition,transgress_control_id,is_improve,inspection_datetime_s,penaltykind,isimportant,paymentstate,isreminder,isadmincourt,isreducemoney,allow_rework_date,fac_city_code,fac_area_code,transgress_city_code
B91100004401,宜峻塑膠廠,臺北市,21-115-054043,2025-10-15,空氣污染防制法第40條第3項,1000,2026-05-19,0,,,移動污染,臺中市梧棲區向上路九段四六六巷八九號,宜峻塑膠廠,柴油車未取得有效期限之優級或同等級以上自主管理標章，進入本市空氣品質維護區。(移動污染源類型A=2，違規情節B=1，得加重或減輕裁罰事項C=0),,0,0,,21443852,臺北市文山區木柵路5段53號(木柵垃圾焚化廠),罰鍰新臺幣1000元整。,違反空氣污染防制法第40條第3項之規定，並依空氣污染防制法第76條第2項裁處。,,,B91100004401,不須改善,,罰鍰(非連續處罰),否,尚未繳款,否,否,,,66000,66000140,63000
F06097049931,新宇物流有限公司,高雄市,21-115-030026,2026-01-07,空氣污染防制法第40條第3項,1300,2026-03-02,0,,,移動污染,新北市新莊區中華路二段七號五樓,新宇物流有限公司,車輛KPA-5650號進入本市公告空氣品質維護區所劃設之管制範圍，經查於稽查日前未取得「各縣市有效期限內自主管理標章」，且未於第一次裁處期限30日內完成檢驗。,,0,0,,42991427,高雄市小港區華儲貨運站,罰鍰新臺幣1300元整，並限期於115年4月10日前至柴油車排煙檢測站檢驗合格。屆期未改善完成，將按次處罰。,違反空氣污染防制法第40條第3項之規定，並依空氣污染防制法第76條第2項裁處。,,,F06097049931,不須改善,,罰鍰(非連續處罰),否,無分期已繳清,是,否,,,65000,65000050,64000
F03097023390,鎧成資訊有限公司,臺北市,21-115-045924,2025-09-30,空氣污染防制法第40條第3項,1000,2026-04-29,0,,,移動污染,新北市永和區秀朗路一段九七巷一號五樓,鎧成資訊有限公司,柴油車未取得有效期限之優級或同等級以上自主管理標章，進入本市空氣品質維護區。(移動污染源類型A=2，違規情節B=1，得加重或減輕裁罰事項C=0),,0,0,,24384505,臺北市中山區松江路82號前(新生南路至松江路南北向車道),罰鍰新臺幣1000元整。,違反空氣污染防制法第40條第3項之規定，並依空氣污染防制法第76條第2項裁處。,,,F03097023390,不須改善,,罰鍰(非連續處罰),否,無分期已繳清,否,否,,,65000,65000040,63000
H46B2114,坤慶畜牧場,桃園市,40-115-020009,2026-01-16,事業廢棄物清理計畫書審查管理辦法第13條，廢棄物清理法第39條第1項,6000,2026-02-06,0,,,事業廢棄物,桃園市蘆竹區新庄子段六○六、六○八、六○九、六一○地號,坤慶畜牧場,本案係AIoT（廚餘蒸煮溫度及攝影監控系統）告警系統通報案件，後本局於115年1月16日派員至臺端（即坤慶畜牧場）稽查，現場鍋爐高溫蒸煮作業中，惟查AIoT系統蒸煮溫度均持續維持30度左右，且現場監控溫度面板故障未有顯示，臺端（即坤慶畜牧場）未維持監控系統正常運作，核已違反廢棄物清理法第39條授權訂定之共通性事業廢棄物再利用管理辦法第4條規定。,,0,0,,,桃園市蘆竹區新庄子段六○六、六○八、六○九、六一○地號,罰鍰新臺幣6000元整。處環境講習1小時整。,違反廢棄物清理法第39條第1項及事業廢棄物清理計畫書審查管理辦法第13條之規定，並依廢棄物清理法第52條裁處。依環境教育法第23條第2款之規定裁處環境講習,,,H46B2114,不須改善,,罰鍰(非連續處罰),否,無分期已繳清,否,否,,,68000,68000050,68000
F05C7530,凱妮時尚國際貿易有限公司,新北市,42-115-030011,2025-04-23,環境用藥管理法第32條,60000,2026-03-12,0,,,環境用藥污染,新北市新店區寶橋路二三五巷一二七號四樓,凱妮時尚國際貿易有限公司,"貴公司於蝦皮購物網站(賣家帳號：kenny****、商店名稱：韓國肯妮kenny*****)刊登「〔韓國肯妮〕【康朵】防蟑螂螞蟻噴劑 500ml 蟑螂 螞蟻」及「〔韓國肯妮〕【康朵】天然防蛾蚋防果蠅噴劑 400ml」之產品效能及使用方法等資訊，惟未領有環境用藥許可證、環境用藥販賣業或病媒防治業許可執照，逕行於網路刊登環境用藥廣告行為。",,0,0,,66267367,新北市新店區寶橋路235巷127號4樓,罰鍰新臺幣60000元整。處環境講習2小時整。,違反環境用藥管理法第32條規定，爰依環境用藥管理法第48條第1款暨違反環境用藥管理法處罰鍰額度裁量基準第2點附表項次27規定裁處。依環境教育法第23條第2款之規定裁處環境講習,,,F05C7530,不須改善,,罰鍰(非連續處罰),否,分期繳款中,否,否,,,65000,65000060,65000
H4507617,喜美環保科技有限公司,桃園市,40-115-050054,2026-02-24,廢棄物清理法第42條,48000,2026-05-26,0,,,事業廢棄物,桃園市楊梅區三民路二六號,喜美環保科技有限公司,"查貴公司領有桃園市政府核發之廢棄物清除許可證 (111桃園市廢乙清字第0098號)，案經本局於115年2月24日派員至本市平鎮區平東路379巷25-1號複查，發現貴公司114年3月27日違規項目仍未改善，本局執行按次處罰，情形如下：於該址貯存大量廢木板(材)、混凝土塊、磚瓦、廢矽酸鈣板等土木或建築廢棄物混合物(代碼：D-0599)，經查貴公司廢棄物清除許可證並未核准設立廢棄物貯存場或轉運站，即逕行於該址貯存廢棄物，未依許可證內容辦理。",,0,0,,23377323,桃園市平鎮區平東路379巷25-1號,罰鍰新臺幣48000元整。處環境講習4小時整。,違反廢棄物清理法第42條之規定，並依廢棄物清理法第55條第1款裁處。依環境教育法第23條第2款之規定裁處環境講習,,,H4507617,不須改善,,罰鍰(非連續處罰),否,尚未繳款,否,否,,,68000,68000040,68000
H51097017156,健通交通有限公司,桃環處,41-115-010339,2025-10-29,廢棄物清理法第27條第2款,2400,2026-01-21,0,,,一般廢棄物,桃園市平鎮區平興里延平路二段四三○巷居易三弄三號一樓,健通交通有限公司,在指定清除地區內污染地面,,0,0,,83771138,桃園市龜山區大同路與茶專路口,罰鍰新臺幣2400元整。,違反廢棄物清理法第27條第2款之規定，並依廢棄物清理法第50條第3款暨行政院環境保護署110年3月18日環署廢字第1101025610號令違反廢棄物清理法罰鍰額度裁罰準則,,,H51097017156,不須改善,,罰鍰(非連續處罰),否,無分期已繳清,否,否,,,68000,68000100,68000
T42097013890,全祐建設有限公司,屏東縣,41-115-040156,2026-03-19,廢棄物清理法第27條第11款,2400,2026-04-27,0,,,一般廢棄物,屏東縣屏東市大武里建南路三九號一樓,全祐建設有限公司,"於上述地點繫掛:7750357九如派出所正後方3房698萬廣告物,污染定著物",,0,0,,80487927,屏東縣九如鄉東寧路60巷口道路標示感,罰鍰新臺幣2400元整。,違反廢棄物清理法第27條第11款之規定，並依廢棄物清理法第50條第3款裁處。,,,T42097013890,不須改善,,罰鍰(非連續處罰),否,無分期已繳清,否,否,,,10013,10013010,10013
A35097016507,臺北自來水事業處,新北市,23-115-010005,2025-12-05,空氣污染防制法第23條第2項，營建工程空氣污染防制設施管理辦法第8條，營建工程空氣污染防制設施管理辦法第10條，營建工程空氣污染防制設施管理辦法第18條,33000,2026-01-07,0,,,營建工程,臺北市大安區長興街一三一號,臺北自來水事業處,"本局依「營建業主違反營建工程空氣污染防制設施管理辦法之缺失記點及處理原則」，於貴處辦理之「三重二號配水池暨加壓站新建工程」(管制編號：F111***)查獲下列缺失事項合計24點，影響防制效果：
(一)車行路徑：營建工地內之車行路徑舖面未清洗，致影響防制效果，記缺失4點。
(二)工地出入口：營建工地運送具粉塵逸散性之工程材料、砂石、土方或廢棄物之車行出入口未設置洗車設備，記缺失10點。
(三)監測錄影及記錄：施工規模達管理辦法第十八條規定條件，未設置監測儀表(水表或電表、壓力表)，記缺失10點。",,0,0,,03774909,新北市三重區水漾路1段與成功路口,罰鍰新臺幣33000元整。處環境講習2小時整。,"違反空氣污染防制法第23條第2項暨營建工程空氣污染防制設施管理辦法第8、10、18條規定，爰依空氣污染防制法第62條第1項第4款暨公私場所固定污染源違反空氣污染防制法應處罰鍰額度裁罰準則第3條規定裁處。
依環境教育法第23條暨環境講習執行辦法第5條及第8條第1項規定裁處環境講習。依環境教育法第23條第2款之規定裁處環境講習",,,A35097016507,不須改善,,罰鍰(非連續處罰),否,無分期已繳清,否,否,,,63000,63000030,65000
D30097013044,良成水電企業社,臺南市,40-115-030017,2026-01-15,廢棄物清理法第28條第1項第3款,12000,2026-03-20,0,,,事業廢棄物,臺南市北區成功里北安路一段九四巷二六號一樓,,依據陳情人提供監視器影片顯示：115年1月5日13時11分，AXP-7X35銀色廂型車行駛至本市永X區新X街2號(高X屋公寓大樓)倒車至社區回收室前，從廂型車上搬下18袋麻布袋裝電線外層廢塑膠放置於回收室內；良XX電企業社所產出之廢棄物未委託經主管機關許可清除、處理該類廢棄物之公民營廢棄物清除處理機構清除、處理。,,0,0,,81197411,臺南市永康區新興街2號,罰鍰新臺幣12000元整。處環境講習2小時整。,依違反廢棄物清理法第28條第1項第3款第1目規定，爰依同法第52條暨違反廢棄物清理法罰鍰額度裁罰準則第2條第1項第2款附表2項次1之規定裁處。依環境教育法第23條第2款之規定裁處環境講習,,,,不須改善,,罰鍰(非連續處罰),否,無分期已繳清,否,否,,,67000,67000340,67000
P4607495,巧新科技工業股份有限公司,屏東縣,23-115-050001,2026-03-13,空氣污染防制法第16條第2項,100000,2026-05-08,0,,,營建工程,雲林縣斗六市虎溪里雲科路三段八二號,巧新科技工業股份有限公司,貴公司於屏東市大慶段18地號土地辦理「廠房新建工程」，係屬應繳納空氣污染防制費之工程，依法應於開工前申繳營建工程空氣污染防制費，本工程開工日期為115年1月29日，惟遲於115年3月31日方完成申繳，逾期61日，已違反空氣污染防制法第16條第2項暨空氣污染防制法收費辦法第5條第1項規定。上揭違反行為本府依規定以115年4月14日屏府環空字第1158012776號函通知貴公司陳述意見，依所述內容未有阻卻違法之正當理由，本府茲依空氣污染防制法第74條第1項、第85條及公私場所固定污染源違反空氣污染防制法應處罰鍰額度裁罰準則第3條規定，裁處如主旨。,,1,0,,84980915,屏東縣屏東市大慶段18地號等1筆-巧新科技工業股份有限公司廠房新建工程,罰鍰新臺幣100000元整。處環境講習2小時整。,違反空氣污染防制法第16條第2項之規定，並依空氣污染防制法第74條第1項裁處。依環境教育法第23條第2款之規定裁處環境講習,,,P4607495,不須改善,,罰鍰(非連續處罰),否,無分期已繳清,否,否,,,10009,10009010,10013
O17097065578,鳴益企業有限公司,新北市,21-115-017754,2025-04-28,空氣污染防制法第40條第3項,1000,2026-01-20,0,,,移動污染,新竹市東區新興里南大路四七三巷一二弄六之一號一樓,鳴益企業有限公司,車輛(車號:7T-2***)行經本市公告之空氣品質維護區，惟查該車輛未有一年內排煙檢驗合格紀錄。,,0,0,,16360079,新北市板橋區民生路二段198號前,罰鍰新臺幣1000元整。,違反空氣污染防制法第40條第3項及新北市政府113年12月9日新北府環空字第1132406904號公告事項二、(一)規定，爰依空氣污染防制法第76條第2項及移動污染源違反空氣污染防制法裁罰準則第2條附表一項次七規定裁處。,,,O17097065578,不須改善,,罰鍰(非連續處罰),否,尚未繳款,否,是,,,10018,10018000,65000
A39097091924,翊華通運有限公司,臺北市,21-115-053989,2025-10-31,空氣污染防制法第40條第3項,2000,2026-05-18,0,,,移動污染,臺北市中山區復興北路五八號八樓之一,翊華通運有限公司,柴油車未取得有效期限之優級或同等級以上自主管理標章，進入本市空氣品質維護區。(移動污染源類型A=4，違規情節B=1，得加重或減輕裁罰事項C=0),,0,0,,70555609,臺北市中正區中山南路21號(中正紀念堂杭州南路2段),罰鍰新臺幣2000元整。,違反空氣污染防制法第40條第3項之規定，並依空氣污染防制法第76條第2項裁處。,,,A39097091924,不須改善,,罰鍰(非連續處罰),否,尚未繳款,否,否,,,63000,63000040,63000
F15B1341,宜佳家居工程行,新北市,21-115-017623,2025-03-15,空氣污染防制法第40條第3項,1000,2026-01-20,0,,,移動污染,新北市五股區水碓九路一○八號五樓,宜佳家居工程行,車輛(車號:8751-**)行經本市公告之空氣品質維護區，惟查該車輛未有一年內排煙檢驗合格紀錄。,,0,0,,13685217,新北市板橋區中山路二段35號前,罰鍰新臺幣1000元整。,違反空氣污染防制法第40條第3項及新北市政府113年12月9日新北環空字第1132406904號公告事項二、(一)規定，爰依空氣污染防制法第76條第2項及移動污染源違反空氣污染防制法裁罰準則第2條規定裁處。,,,F15B1341,不須改善,,罰鍰(非連續處罰),否,無分期已繳清,否,否,,,65000,65000150,65000
H5204473,黑偉畜牧場三場,桃園市,40-115-030069,2026-03-13,廢棄物清理法第39條第1項，共通性事業廢棄物再利用管理辦法第4條,6000,2026-03-30,0,,,事業廢棄物,桃園市新屋區甲頭厝一○之一一號,黑偉畜牧場三場,環境部環境管理署查廚餘蒸煮溫度及攝影監控系統及本局115年3月13日派員至貴事業稽查，發現貴事業蒸煮設備於115年2月20日損壞拆除且未維持監控系統正常運作，核已違反廢棄物清理法第39條第1項暨共通性事業廢棄物再利用管理辦法第4條規定。,,0,0,,,桃園市新屋區甲頭厝一○之一一號,罰鍰新臺幣6000元整。處環境講習1小時整。,違反廢棄物清理法第39條第1項及共通性事業廢棄物再利用管理辦法第4條之規定，並依廢棄物清理法第52條裁處。依環境教育法第23條第2款之規定裁處環境講習,,,H5204473,不須改善,,罰鍰(非連續處罰),否,無分期已繳清,否,否,,,68000,68000110,68000
F02097052238,裕民科技有限公司,臺北市,21-115-030153,2025-09-24,空氣污染防制法第40條第3項,1000,2026-03-03,0,,,移動污染,新北市三重區三和路四段三九六巷三號一樓,裕民科技有限公司,柴油車未取得有效期限之優級或同等級以上自主管理標章，進入本市空氣品質維護區。(移動污染源類型A=2，違規情節B=1，得加重或減輕裁罰事項C=0),,0,0,,80431332,臺北市松山區敦化北路340之9號(臺北國際航空站),罰鍰新臺幣1000元整。,違反空氣污染防制法第40條第3項之規定，並依空氣污染防制法第76條第2項裁處。,,,F02097052238,不須改善,,罰鍰(非連續處罰),否,無分期已繳清,否,否,,,65000,65000020,63000
H52A1173,鉅翔貨運有限公司,南投縣,21-115-030440,2026-01-09,空氣污染防制法第40條第3項,1000,2026-03-19,0,,,移動污染,桃園市新屋區頭洲里民族路六段六七五巷三六號一樓,鉅翔貨運有限公司,行經本府公告日月潭空氣品質維護區，惟車輛出廠滿二年以上未有取得一年內排煙檢查合格紀錄。,,0,0,,02656714,南投縣魚池鄉日月潭環潭公路（台21線60公里~69公里及台374甲線全線）,罰鍰新臺幣1000元整。,違反空氣污染防制法第40條第3項之規定，並依空氣污染防制法第76條第2項裁處。,,,H52A1173,不須改善,,罰鍰(非連續處罰),否,無分期已繳清,否,否,,,68000,68000110,10008
H50097012114,種子國際有限公司,臺北市,21-115-022529,2025-08-10,空氣污染防制法第40條第3項,1000,2026-02-12,0,,,移動污染,桃園市龍潭區中興路三五一號,種子國際有限公司,柴油車未取得有效期限之優級或同等級以上自主管理標章，進入本市空氣品質維護區。(移動污染源類型A=2，違規情節B=1，得加重或減輕裁罰事項C=),,0,0,,80135281,臺北市大安區新生南路與辛亥路北向(新生南路至松江路南北向車道),罰鍰新臺幣1000元整。,違反空氣污染防制法第40條第3項之規定，並依空氣污染防制法第76條第2項裁處。,,,H50097012114,不須改善,,罰鍰(非連續處罰),否,無分期已繳清,否,否,,,68000,68000090,63000
H51097020108,皓騰國際有限公司,桃環處,41-115-010156,2025-10-17,廢棄物清理法第27條第1款,2400,2026-01-12,0,,,一般廢棄物,桃園市平鎮區北勢里和平路二六號三樓,皓騰國際有限公司,在指定清除地區內拋棄其他一般廢棄物﹝車號：MHT-6638﹞,,0,0,,45101480,桃園市平鎮區龍南路路段,罰鍰新臺幣2400元整。,違反廢棄物清理法第27條第1款之規定，並依廢棄物清理法第50條第3款及違反廢棄物清理法裁罰額度裁罰準則第2條附表一暨本局114年7月1日環管護字第1140055414號函規定裁處。,,,H51097020108,不須改善,,罰鍰(非連續處罰),否,尚未繳款,是,是,,,68000,68000100,68000
A39097000398,聯邦國際租賃股份有限公司,臺北市,22-115-010374,2025-11-17,噪音管制法第11條第1項，機動車輛噪音管制標準第3條,3600,2026-01-20,0,,駁回，駁回,噪音污染,臺北市中山區中央里南京東路二段一三七號九樓,聯邦國際租賃股份有限公司,機動車輛行駛之噪音超過機動車輛噪音管制標準。(測量值：99.8分貝、管制標準值：86分貝),,0,0,,97169587,臺北市萬華區西園路2段68號旁,罰鍰新臺幣3600元整。,違反噪音管制法第11條第1項及機動車輛噪音管制標準第3條之規定，並依噪音管制法第26條裁處。,,,A39097000398,不須改善,,罰鍰(非連續處罰),否,無分期已繳清,否,否,,,63000,63000040,63000
P6204081,東榮牧場,南投縣,21-115-030525,2026-01-29,空氣污染防制法第40條第3項,2000,2026-03-26,0,,,移動污染,雲林縣元長鄉瓦村北安路一之一一號,東榮牧場,行經本府公告日月潭空氣品質維護區，惟車輛出廠滿二年以上未有取得一年內排煙檢查合格紀錄。,,0,0,,,南投縣魚池鄉日月潭環潭公路（台21線60公里~69公里及台374甲線全線）,罰鍰新臺幣2000元整。,違反空氣污染防制法第40條第3項之規定，並依空氣污染防制法第76條第2項裁處。,,,P6204081,不須改善,,罰鍰(非連續處罰),否,無分期已繳清,否,否,,,10009,10009170,10008
O1708061,昂得企業有限公司,嘉義縣,21-115-010220,2025-12-06,空氣污染防制法第40條第3項,2000,2026-01-26,0,,,移動污染,新竹市明湖路二六號,昂得企業有限公司,貴公司之使用中車輛違反「嘉義縣鹿草垃圾焚化廠空氣品質維護區實施移動污染源管制措施」規定。,,0,0,,47308310,嘉義縣鹿草鄉豐稠村馬稠後農場60號,罰鍰新臺幣2000元整。,違反空氣污染防制法第40條第3項爰依同法第76條第2項規定裁處。,,,O1708061,不須改善,,罰鍰(非連續處罰),否,無分期已繳清,否,否,,,10018,10018000,10010
F05097028146,金鋼王實業有限公司,臺北市,21-115-045779,2025-09-30,空氣污染防制法第40條第3項,1000,2026-04-28,0,,,移動污染,新北市新店區永安街八三巷三弄一號二樓,金鋼王實業有限公司,柴油車未取得有效期限之優級或同等級以上自主管理標章，進入本市空氣品質維護區。(移動污染源類型A=2，違規情節B=1，得加重或減輕裁罰事項C=0),,0,0,,93656468,臺北市大安區新生南路與辛亥路北向(新生南路至松江路南北向車道),罰鍰新臺幣1000元整。,違反空氣污染防制法第40條第3項之規定，並依空氣污染防制法第76條第2項裁處。,,,F05097028146,不須改善,,罰鍰(非連續處罰),否,無分期已繳清,否,否,,,65000,65000060,63000
B22B3493,鑫大立開發有限公司北區文正段110-2地號等1筆住宅新建工程B113B51009-1,臺中市,30-115-010050,2025-05-26,水污染防治法第18條,11000,2026-01-30,0,,,水污染,臺中市北區文正段一一○之二地號,鑫大立開發有限公司北區文正段110-2地號等1筆住宅新建工程B113B51009-1,貴公司為「鑫大立開發拆併建新建工程」之開發單位，該工程位於臺中市北區，屬空氣污染防制法第一級營建工程（即水污染防治法定義列管之營建工地），惟貴公司未於施工前檢具逕流廢水污染削減計畫報請本局核准，即先行施工，已涉違反水污染防治法第18條暨水污染防治措施及檢測申報管理辦法第10條規定。,,0,0,,53392716,臺中市北區文正段110-2地號,罰鍰新臺幣11000元整。處環境講習2小時整。,違反水污染防治法第18條之規定，並依水污染防治法第46條裁處。依環境教育法第23條第2款之規定裁處環境講習,,,B22B3493,不須改善,,罰鍰(非連續處罰),否,無分期已繳清,否,否,,,66000,66000050,66000
A34097010228,財發交通有限公司,基隆市,41-115-050422,2025-06-14,廢棄物清理法第27條第1款,3600,2026-05-22,0,,,一般廢棄物,臺北市松山區南京東路五段六六巷二弄一五號,財發交通有限公司,經民眾檢舉行為人駕駛車號（885-5C）車輛於上述時間，地點，隨地拋棄一般廢棄物，影響環境衛生及市容觀瞻。本案攝影採證，依法告發。﹝以下空白﹞,,0,0,,04789275,基隆市仁愛區獅球路41號,罰鍰新臺幣3600元整。,違反廢棄物清理法第27條第1款之規定，並依廢棄物清理法第50條第3款裁處。,,,A34097010228,不須改善,,罰鍰(非連續處罰),否,尚未繳款,否,否,,,63000,63000010,10017
F05097030226,茂發建材有限公司,新北市,21-115-050401,2025-04-26,空氣污染防制法第40條第3項,2000,2026-05-12,0,,,移動污染,新北市新店區中正路二六二巷一二號二樓,茂發建材有限公司,車輛(車號:KEP-****)行經本市公告之空氣品質維護區，惟查該車輛未有一年內排煙檢驗合格紀錄。,,0,0,,27383233,新北市八里區中山路三段409號(八里垃圾焚化廠前),罰鍰新臺幣2000元整。,違反空氣污染防制法第40條第3項規定及新北市政府112年2月17日新北府環空字第1120243787號公告事項二、(一)規定，爰依空氣污染防制法第76條第2項及移動污染源違反空氣污染防制法裁罰準則第2條附表一項次七規定裁處。,,,F05097030226,不須改善,,罰鍰(非連續處罰),否,無分期已繳清,否,否,,,65000,65000060,65000
F03097023443,詠祥科技有限公司,臺北市,21-115-054342,2025-10-30,空氣污染防制法第40條第3項,1000,2026-05-22,0,,,移動污染,新北市永和區中正路六二九號,詠祥科技有限公司,柴油車未取得有效期限之優級或同等級以上自主管理標章，進入本市空氣品質維護區。(移動污染源類型A=2，違規情節B=1，得加重或減輕裁罰事項C=0),,0,0,,90200057,臺北市大安區新生南路與辛亥路北向(新生南路至松江路南北向車道),罰鍰新臺幣1000元整。,違反空氣污染防制法第40條第3項之規定，並依空氣污染防制法第76條第2項裁處。,,,F03097023443,不須改善,,罰鍰(非連續處罰),否,尚未繳款,否,否,,,65000,65000040,63000
A34097061074,聖東營造股份有限公司,臺北市,22-115-010034,2025-10-18,噪音管制法第8條第4款,6000,2026-01-08,0,,,噪音污染,臺北市松山區八德路四段七六○號九樓之一,聖東營造股份有限公司-113年度專業路面及附屬設施更新工程(第1標)(中山、大同區),營建工程於本市第四類噪音管制區晚上10時至翌日上午8時，經目的事業主管機關核准從事施工，但未依規定於施工現場設置噪音防制設施(包含隔音布、消音屋、防振襯墊、隔音罩或其他具有減音功能之設施)。(工程名稱:113年度專案路面及附屬設施更新工程(第1標)(中山、大同區))(屬噪音管制區劃定作業準則之夜間時段),,0,0,,23265946,臺北市中山區北安路819號前,罰鍰新臺幣6000元整。處環境講習2小時整。,違反噪音管制法第8條第4款之規定，並依噪音管制法第23條裁處。依環境教育法第23條第2款之規定裁處環境講習,,,A38097036986,不須改善,,罰鍰(非連續處罰),否,無分期已繳清,否,否,,,63000,63000010,63000
T42A9855,智軒交通有限公司,屏東縣,21-115-030469,2026-01-13,空氣污染防制法第36條第1項,5000,2026-03-09,0,,,移動污染,屏東縣屏東市瑞光路三段二九五號,智軒交通有限公司,車輛排放之粒狀污染物污染度達0.7(m¯1)，超過排放標準,,0,0,,54784768,屏東縣里港鄉台3線418.5km,罰鍰新臺幣5000元整。限改日期：115年03月25日。處環境講習1小時整。,違反空氣污染防制法第36條第1項之規定，並依空氣污染防制法第66條第1項第1款裁處。依環境教育法第23條第2款之規定裁處環境講習,2026-03-25,,T42A9855,待改善,,罰鍰(非連續處罰)，限期改善,否,無分期已繳清,否,否,,,10013,10013010,10013
F06097036578,鑫盛交通有限公司,新竹縣,21-115-040175,2026-01-19,空氣污染防制法第40條第3項,2000,2026-04-20,0,,,移動污染,新北市新莊區民樂街一三號,鑫盛交通有限公司,貴公司所有車輛(車號：KLC-2359)於115年1月19日行經新竹縣新竹科學園區空氣品質維護區，經查一年內未有排煙檢測合格紀錄或有效期限內自主管理標章,,0,0,,36057462,新竹縣寶山鄉園區二路,罰鍰新臺幣2000元整。,違反空氣污染防制法第40條第3項之規定，並依空氣污染防制法第76條第2項裁處。,,,F06097036578,不須改善,,罰鍰(非連續處罰),否,無分期已繳清,否,否,,,65000,65000050,10004
D97100001360,協泰通運有限公司,新北市,21-115-040777,2025-02-05,空氣污染防制法第40條第3項,2000,2026-04-16,0,,,移動污染,臺南市官田區社子里社子七六號一樓,協泰通運有限公司,車輛(車號:KLG-****)行經本市公告之空氣品質維護區，惟查該車輛未有一年內排煙檢驗合格紀錄。,,0,0,,69611717,新北市八里區中山路三段388號(臺北港南碼頭前),罰鍰新臺幣2000元整。,違反空氣污染防制法第40條第3項規定及新北市政府112年2月17日新北府環空字第1120243787號公告事項二、(一)規定，爰依空氣污染防制法第76條第2項規定裁處。,,,D97100001360,不須改善,,罰鍰(非連續處罰),否,無分期已繳清,否,否,,,67000,67000100,65000
G35097000334,德泰汽車貨運有限公司,新北市,21-115-040991,2026-01-01,空氣污染防制法第40條第3項,2000,2026-04-17,0,,,移動污染,宜蘭縣壯圍鄉功勞村一鄰中央路三段一九一號,德泰汽車貨運有限公司,"車輛(車號： 160-**)行經本市公告之空氣品質維護區，惟查該車輛未有一年內排煙檢驗合格紀錄。",,0,0,,04642553,新北市板橋區文化路一段407號前,罰鍰新臺幣2000元整。,違反空氣污染防制法第40條第3項及新北市政府113年12月9日新北環空字第1132406904號公告事項二、(一)規定，爰依空氣污染防制法第76條第2項及移動污染源違反空氣污染防制法裁罰準則第2條規定裁處。,,,G35097000334,不須改善,,罰鍰(非連續處罰),否,無分期已繳清,否,否,,,10002,10002060,65000
F05097023221,大新店駕駛訓練班有限公司,新北市,21-115-010313,2025-11-01,空氣污染防制法第44條第1項,500,2026-01-09,0,,,移動污染,新北市新店區建國路一○八號二樓,大新店駕駛訓練班有限公司,車輛(車號：ADP-****)應辦理定檢期間為114年8月1日至114年10月底，114年度逾期未辦理排放空氣污染物定期檢驗。,,0,0,,54696505,環境部審核通過之定檢站,罰鍰新臺幣500元整。,違反空氣污染防制法第44條第1項規定，並依空氣污染防制法第80條第1項暨移動污染源違反空氣污染防制法裁罰準則第2條附表一項次十規定裁處。,,,F05097023221,不須改善,,罰鍰(非連續處罰),否,尚未繳款,否,否,,,65000,65000060,65000
A36097026102,瑞助營造股份有限公司,臺中市,22-115-010184,2025-12-26,噪音管制法第8條第4款,6000,2026-01-15,0,,,噪音污染,臺北市中正區忠孝西路一段五○號一一樓之三,瑞助營造股份有限公司,"一、本局於114年12月26日22時45分查獲臺中市西屯區國安一路106巷與國安二路交會處營建工地於禁止時段使用動力機械從事施工（灌漿）致妨礙安寧，已違反噪音管制法第8條第4款規定。
二、另本局於翌（27）日0時40分派員複查，確認停止灌漿作業，完成改善。",,0,0,,45910546,臺中市西屯區國安一路106巷與國安二路口,罰鍰新臺幣6000元整。處環境講習1小時整。,違反噪音管制法第8條第4款之規定，並依噪音管制法第23條裁處。依環境教育法第23條第2款之規定裁處環境講習,,,A36097026102,不須改善,,罰鍰(非連續處罰),否,無分期已繳清,否,否,,,63000,63000050,66000
H4804120,豐川綠能科技股份有限公司(桃園市政府龜山水資源回收中心ROT案),桃園市,30-115-010015,2025-11-20,水污染防治法第7條第1項,210000,2026-01-20,1,訴願駁回,,水污染,桃園市龜山區文化里復興三路二四七巷三○號,豐川綠能科技股份有限公司(桃園市政府龜山水資源回收中心ROT案),案經本府環境保護局114年11月20日派員至該中心放流口採樣檢測結果，懸浮固體34mg/L，未符合放流水標準(25mg/L)。,2026-02-13,0,0,,90025328,桃園市龜山區復興三路247巷30號,罰鍰新臺幣210000元整。限改日期：115年01月09日。處環境講習2小時整。,違反水污染防治法第7條第1項之規定，並依水污染防治法第40條第1項裁處。依環境教育法第23條第2款之規定裁處環境講習,2026-01-09,,H4804120,已改善完成,,罰鍰(非連續處罰)，限期改善,否,無分期已繳清,否,否,,,68000,68000070,68000
